timestamp,value,anomaly_score,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-04-10 00:04:00,91.958,0.0,0.0,0.0,0.0
2014-04-10 00:09:00,94.798,0.0,0.0,0.0,0.0
2014-04-10 00:14:00,92.208,0.0,0.0,0.0,0.0
2014-04-10 00:19:00,93.722,0.0,0.0,0.0,0.0
2014-04-10 00:24:00,93.042,0.0,0.0,0.0,0.0
2014-04-10 00:29:00,92.958,0.0,0.0,0.0,0.0
2014-04-10 00:34:00,95.708,0.0,0.0,0.0,0.0
2014-04-10 00:39:00,95.25,0.0,0.0,0.0,0.0
2014-04-10 00:44:00,94.458,0.0,0.0,0.0,0.0
2014-04-10 00:49:00,92.75,0.0,0.0,0.0,0.0
2014-04-10 00:54:00,94.208,0.0,0.0,0.0,0.0
2014-04-10 00:59:00,92.75,-92.75,0.0,0.0,0.0
2014-04-10 01:04:00,94.376,-94.376,0.0,0.0,0.0
2014-04-10 01:09:00,92.792,-92.792,0.0,0.0,0.0
2014-04-10 01:14:00,91.666,-91.666,0.0,0.0,0.0
2014-04-10 01:19:00,87.542,-87.542,0.0,0.0,0.0
2014-04-10 01:24:00,90.75,-90.75,0.0,0.0,0.0
2014-04-10 01:29:00,91.65,-91.65,0.0,0.0,0.0
2014-04-10 01:34:00,90.062,-90.062,0.0,0.0,0.0
2014-04-10 01:39:00,93.416,-93.416,0.0,0.0,0.0
2014-04-10 01:44:00,89.904,-89.904,0.0,0.0,0.0
2014-04-10 01:49:00,90.542,-90.542,0.0,0.0,0.0
2014-04-10 01:54:00,90.628,-90.628,0.0,0.0,0.0
2014-04-10 01:59:00,91.166,-91.166,0.0,0.0,0.0
2014-04-10 02:04:00,90.5,-90.5,0.0,0.0,0.0
2014-04-10 02:09:00,89.166,-89.166,0.0,0.0,0.0
2014-04-10 02:14:00,90.292,-90.292,0.0,0.0,0.0
2014-04-10 02:19:00,90.208,-90.208,0.0,0.0,0.0
2014-04-10 02:24:00,93.626,-93.626,0.0,0.0,0.0
2014-04-10 02:29:00,93.624,-93.624,0.0,0.0,0.0
2014-04-10 02:34:00,93.756,-93.756,0.0,0.0,0.0
2014-04-10 02:39:00,93.542,-93.542,0.0,0.0,0.0
2014-04-10 02:44:00,92.042,-92.042,0.0,0.0,0.0
2014-04-10 02:49:00,90.938,-90.938,0.0,0.0,0.0
2014-04-10 02:54:00,91.376,-91.376,0.0,0.0,0.0
2014-04-10 02:59:00,92.666,-92.666,0.0,0.0,0.0
2014-04-10 03:04:00,94.42,-94.42,0.0,0.0,0.0
2014-04-10 03:09:00,95.584,-95.584,0.0,0.0,0.0
2014-04-10 03:19:00,90.62,-90.62,0.0,0.0,0.0
2014-04-10 03:24:00,93.478,-93.478,0.0,0.0,0.0
2014-04-10 03:29:00,94.126,-94.126,0.0,0.0,0.0
2014-04-10 03:34:00,93.338,-93.338,0.0,0.0,0.0
2014-04-10 03:39:00,93.458,-93.458,0.0,0.0,0.0
2014-04-10 03:44:00,92.166,-92.166,0.0,0.0,0.0
2014-04-10 03:49:00,91.584,-91.584,0.0,0.0,0.0
2014-04-10 03:54:00,94.33,-94.33,0.0,0.0,0.0
2014-04-10 03:59:00,95.084,-95.084,0.0,0.0,0.0
2014-04-10 04:04:00,93.958,-93.958,0.0,0.0,0.0
2014-04-10 04:09:00,94.714,-94.714,0.0,0.0,0.0
2014-04-10 04:14:00,92.232,-92.232,0.0,0.0,0.0
2014-04-10 04:19:00,95.2,-95.2,0.0,0.0,0.0
2014-04-10 04:24:00,92.458,-92.458,0.0,0.0,0.0
2014-04-10 04:29:00,94.444,-94.444,0.0,0.0,0.0
2014-04-10 04:34:00,86.736,-86.736,0.0,0.0,0.0
2014-04-10 04:39:00,93.072,-93.072,0.0,0.0,0.0
2014-04-10 04:44:00,95.876,-95.876,0.0,0.0,0.0
2014-04-10 04:49:00,93.994,-93.994,0.0,0.0,0.0
2014-04-10 04:54:00,94.104,-94.104,0.0,0.0,0.0
2014-04-10 04:59:00,93.75,-93.75,0.0,0.0,0.0
2014-04-10 05:04:00,90.852,-90.852,0.0,0.0,0.0
2014-04-10 05:09:00,89.584,-89.584,0.0,0.0,0.0
2014-04-10 05:14:00,94.542,-94.542,0.0,0.0,0.0
2014-04-10 05:19:00,91.974,-91.974,0.0,0.0,0.0
2014-04-10 05:24:00,93.0,-93.0,0.0,0.0,0.0
2014-04-10 05:29:00,92.262,-92.262,0.0,0.0,0.0
2014-04-10 05:34:00,93.25,-93.25,0.0,0.0,0.0
2014-04-10 05:39:00,93.624,-93.624,0.0,0.0,0.0
2014-04-10 05:44:00,93.436,-93.436,0.0,0.0,0.0
2014-04-10 05:49:00,92.774,-92.774,0.0,0.0,0.0
2014-04-10 05:54:00,91.624,-91.624,0.0,0.0,0.0
2014-04-10 05:59:00,93.042,-93.042,0.0,0.0,0.0
2014-04-10 06:04:00,91.542,-91.542,0.0,0.0,0.0
2014-04-10 06:09:00,93.748,-93.748,0.0,0.0,0.0
2014-04-10 06:14:00,93.042,-93.042,0.0,0.0,0.0
2014-04-10 06:19:00,92.8,-92.8,0.0,0.0,0.0
2014-04-10 06:24:00,90.11,-90.11,0.0,0.0,0.0
2014-04-10 06:29:00,94.644,-94.644,0.0,0.0,0.0
2014-04-10 06:34:00,90.542,-90.542,0.0,0.0,0.0
2014-04-10 06:39:00,93.292,-93.292,0.0,0.0,0.0
2014-04-10 06:44:00,91.14,-91.14,0.0,0.0,0.0
2014-04-10 06:49:00,91.126,-91.126,0.0,0.0,0.0
2014-04-10 06:54:00,91.5,-91.5,0.0,0.0,0.0
2014-04-10 06:59:00,95.042,-95.042,0.0,0.0,0.0
2014-04-10 07:04:00,95.712,-95.712,0.0,0.0,0.0
2014-04-10 07:09:00,91.506,-91.506,0.0,0.0,0.0
2014-04-10 07:14:00,94.9625,-94.9625,0.0,0.0,0.0
2014-04-10 07:19:00,91.848,-91.848,0.0,0.0,0.0
2014-04-10 07:24:00,92.416,-92.416,0.0,0.0,0.0
2014-04-10 07:29:00,95.126,-95.126,0.0,0.0,0.0
2014-04-10 07:34:00,93.584,-93.584,0.0,0.0,0.0
2014-04-10 07:39:00,93.834,-93.834,0.0,0.0,0.0
2014-04-10 07:44:00,94.708,-94.708,0.0,0.0,0.0
2014-04-10 07:49:00,94.5,-94.5,0.0,0.0,0.0
2014-04-10 07:54:00,93.452,-93.452,0.0,0.0,0.0
2014-04-10 07:59:00,88.086,-88.086,0.0,0.0,0.0
2014-04-10 08:04:00,91.08,-91.08,0.0,0.0,0.0
2014-04-10 08:09:00,89.584,-89.584,0.0,0.0,0.0
2014-04-10 08:14:00,91.238,-91.238,0.0,0.0,0.0
2014-04-10 08:19:00,91.932,-91.932,0.0,0.0,0.0
2014-04-10 08:24:00,89.458,-89.458,0.0,0.0,0.0
2014-04-10 08:29:00,87.75,-87.75,0.0,0.0,0.0
2014-04-10 08:34:00,92.666,-92.666,0.0,0.0,0.0
2014-04-10 08:39:00,94.5,-94.5,0.0,0.0,0.0
2014-04-10 08:44:00,92.162,-92.162,0.0,0.0,0.0
2014-04-10 08:49:00,92.648,-92.648,0.0,0.0,0.0
2014-04-10 08:54:00,94.352,-94.352,0.0,0.0,0.0
2014-04-10 08:59:00,92.916,-92.916,0.0,0.0,0.0
2014-04-10 09:04:00,90.874,-90.874,0.0,0.0,0.0
2014-04-10 09:09:00,92.334,-92.334,0.0,0.0,0.0
2014-04-10 09:14:00,93.75,-93.75,0.0,0.0,0.0
2014-04-10 09:19:00,93.77,-93.77,0.0,0.0,0.0
2014-04-10 09:24:00,93.48,-93.48,0.0,0.0,0.0
2014-04-10 09:29:00,94.22,-94.22,0.0,0.0,0.0
2014-04-10 09:34:00,94.014,-94.014,0.0,0.0,0.0
2014-04-10 09:39:00,94.666,-94.666,0.0,0.0,0.0
2014-04-10 09:44:00,94.516,-94.516,0.0,0.0,0.0
2014-04-10 09:49:00,96.75,-96.75,0.0,0.0,0.0
2014-04-10 09:54:00,93.834,-93.834,0.0,0.0,0.0
2014-04-10 09:59:00,91.666,-91.666,0.0,0.0,0.0
2014-04-10 10:04:00,90.8,-90.8,0.0,0.0,0.0
2014-04-10 10:09:00,96.042,-96.042,0.0,0.0,0.0
2014-04-10 10:14:00,85.422,-85.422,0.0,0.0,0.0
2014-04-10 10:19:00,91.73,-91.73,0.0,0.0,0.0
2014-04-10 10:24:00,90.61,-90.61,0.0,0.0,0.0
2014-04-10 10:29:00,90.25,-90.25,0.0,0.0,0.0
2014-04-10 10:34:00,90.034,-90.034,0.0,0.0,0.0
2014-04-10 10:39:00,89.332,-89.332,0.0,0.0,0.0
2014-04-10 10:44:00,91.766,-91.766,0.0,0.0,0.0
2014-04-10 10:49:00,94.084,-94.084,0.0,0.0,0.0
2014-04-10 10:54:00,91.6525,-91.6525,0.0,0.0,0.0
2014-04-10 10:59:00,93.75,-93.75,0.0,0.0,0.0
2014-04-10 11:04:00,93.718,-93.718,0.0,0.0,0.0
2014-04-10 11:09:00,94.112,-94.112,0.0,0.0,0.0
2014-04-10 11:14:00,93.466,-93.466,0.0,0.0,0.0
2014-04-10 11:19:00,95.416,-95.416,0.0,0.0,0.0
2014-04-10 11:24:00,94.5,-94.5,0.0,0.0,0.0
2014-04-10 11:29:00,96.674,-96.674,0.0,0.0,0.0
2014-04-10 11:34:00,93.212,-93.212,0.0,0.0,0.0
2014-04-10 11:39:00,91.166,-91.166,0.0,0.0,0.0
2014-04-10 11:44:00,93.678,-93.678,0.0,0.0,0.0
2014-04-10 11:49:00,93.55,-93.55,0.0,0.0,0.0
2014-04-10 11:54:00,93.374,-93.374,0.0,0.0,0.0
2014-04-10 11:59:00,95.554,-95.554,0.0,0.0,0.0
2014-04-10 12:04:00,94.292,-94.292,0.0,0.0,0.0
2014-04-10 12:09:00,90.164,-90.164,0.0,0.0,0.0
2014-04-10 12:14:00,88.75,-88.75,0.0,0.0,0.0
2014-04-10 12:19:00,92.458,-92.458,0.0,0.0,0.0
2014-04-10 12:24:00,96.21,-96.21,0.0,0.0,0.0
2014-04-10 12:29:00,91.646,-91.646,0.0,0.0,0.0
2014-04-10 12:34:00,94.792,-94.792,0.0,0.0,0.0
2014-04-10 12:39:00,92.534,-92.534,0.0,0.0,0.0
2014-04-10 12:44:00,89.084,-89.084,0.0,0.0,0.0
2014-04-10 12:49:00,91.75,-91.75,0.0,0.0,0.0
