timestamp,value,anomaly_score,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2011-07-01 00:00:01,0.401048098657,0.0,0.0,0.0,0.0
2011-07-01 01:00:01,0.392718881005,0.0,0.0,0.0,0.0
2011-07-01 02:00:01,0.309996119798,0.0,0.0,0.0,0.0
2011-07-01 03:00:01,0.212938552018,0.0,0.0,0.0,0.0
2011-07-01 04:00:01,0.205800905571,0.0,0.0,0.0,0.0
2011-07-01 05:00:01,0.255867457952,0.0,0.0,0.0,0.0
2011-07-01 06:00:01,0.306630479265,0.0,0.0,0.0,0.0
2011-07-01 07:00:01,0.29600203814,0.0,0.0,0.0,0.0
2011-07-01 08:00:01,0.530440128999,0.0,0.0,0.0,0.0
2011-07-01 09:00:01,0.790249514633,0.0,0.0,0.0,0.0
2011-07-01 10:00:01,0.743906815883,0.0,0.0,0.0,0.0
2011-07-01 11:00:01,0.736919786741,-0.606256794144,0.0,0.0,0.0
2011-07-01 12:00:01,0.697582243361,-0.342025278487,0.0,0.0,0.0
2011-07-01 13:00:01,0.687341841286,-0.0815500341113,0.0,0.0,0.0
2011-07-01 14:00:01,0.517447938078,0.0473151906795,0.0,0.0,0.0
2011-07-01 15:00:01,0.519026716424,-0.0124972064028,0.0,0.0,0.0
2011-07-01 16:00:01,0.51413336812,0.00306167782803,0.0,0.0,0.0
2011-07-01 17:00:01,0.417275625868,-0.00116567651764,0.0,0.0,0.0
2011-07-01 18:00:01,0.24845741212,-0.0126889449321,0.0,0.0,0.0
2011-07-01 19:00:01,0.309360489543,-0.00717361300758,0.0,0.0,0.0
2011-07-01 20:00:01,0.273067885947,0.00168350904011,0.0,0.0,0.0
2011-07-01 21:00:01,0.264461005442,0.00291699696317,0.0,0.0,0.0
2011-07-01 22:00:01,0.23187973727,0.00572996209848,0.0,0.0,0.0
2011-07-01 23:00:01,0.261552512902,0.00348106001022,0.0,0.0,0.0
2011-07-02 00:00:01,0.324815629448,0.0191717758521,0.0,0.0,0.0
2011-07-02 01:00:01,0.251320671322,0.00079770755564,0.0,0.0,0.0
2011-07-02 02:00:01,0.21464613516,0.000610183289974,0.0,0.0,0.0
2011-07-02 03:00:01,0.166280263697,0.0264406561505,0.0,0.0,0.0
2011-07-02 04:00:01,0.211815143689,-0.0204087297762,0.0,0.0,0.0
2011-07-02 05:00:01,0.303217093576,-0.0139986380229,0.0,0.0,0.0
2011-07-02 06:00:01,0.2878979686,0.0134004411004,0.0,0.0,0.0
2011-07-02 07:00:01,0.396715687694,0.00199897390421,0.0,0.0,0.0
2011-07-02 08:00:01,0.588415532379,0.0413242289735,0.0,0.0,0.0
2011-07-02 09:00:01,0.59337773192,-0.0254253970392,0.0,0.0,0.0
2011-07-02 10:00:01,0.71387011592,0.0418600362101,0.0,0.0,0.0
